ProductCategory,CustomerCountry,CustomerContinent,Profit
Industrial,Liberia,Africa,261.63
Outdoors,Libya,Africa,4306.41
Computers,Mayotte,Africa,6186.84
Games,Liberia,Africa,1041.6
Sports,Mexico,North America,3371.55
Health,Spain,Europe,2159.85
Tools,Saint Vincent and the Grenadines,North America,4208.5
Shoes,Heard Island and McDonald Islands,Antarctica,1851.96
Garden,Ghana,Africa,1967.16
Computers,Antarctica,Antarctica,3387.51
Movies,Jersey,Europe,7279.1
Computers,Bolivia,South America,2716.6
Books,Finland,Europe,122.08
Sports,French Polynesia,Oceania,660.8
Garden,Sri Lanka,Asia,2782.08
Games,Vatican,Europe,930.12
Electronics,Egypt,Africa,49.91
Grocery,Saudi Arabia,Asia,4646.46
Movies,Faroe Islands,Europe,3970.82
Outdoors,Yemen,Asia,614.88
Industrial,United Kingdom,Europe,6225.15
Jewelery,Reunion,Africa,3731.52
Sports,United Arab Emirates,Asia,2004.75
Toys,Bahamas,North America,300.9
Outdoors,Ghana,Africa,4648.8
Automotive,Austria,Europe,3223.35
Jewelery,Poland,Europe,4418.4
Jewelery,Japan,Asia,5473.52
Electronics,Dominica,North America,2237.95
Jewelery,Niger,Africa,1245
Toys,British Virgin Islands,North America,751.9
Shoes,Somalia,Africa,139.23
Movies,United Kingdom,Europe,65.96
Outdoors,North Korea,Asia,2412.8
Shoes,Comoros,Africa,2785.25
Automotive,Burkina Faso,Africa,4970.68
Kids,Tonga,Oceania,503.04
Jewelery,North Korea,Asia,373.38
Tools,Vanuatu,Oceania,7425.6
Home,Iceland,Europe,1650.85
Sports,Rwanda,Africa,1549.68
Tools,Armenia,Asia,607.41
Books,Ghana,Africa,3030.38
Computers,Kyrgyzstan,Asia,1016.12
Shoes,American Samoa,Oceania,3346.2
Computers,Hungary,Europe,7071.52
Electronics,British Indian Ocean Territory,Asia,719.89
Games,Guatemala,North America,3589.21
Home,Jordan,Asia,994.5
Tools,Singapore,Asia,7082.4
Music,Poland,Europe,1753.19
Electronics,Niue,Oceania,8667.68
Music,U.S. Virgin Islands,North America,1947.69
Jewelery,Myanmar,Asia,3702.06
Grocery,Albania,Europe,4158
Books,Panama,North America,488.29
Shoes,Saint Pierre and Miquelon,North America,68.64
Baby,Tunisia,Africa,949.9
Computers,Ghana,Africa,7153.16
Toys,Bosnia and Herzegovina,Europe,3892.32
Electronics,Cuba,North America,446.62
Clothing,Lithuania,Europe,3727.36
Computers,Northern Mariana Islands,Oceania,5054.7
Clothing,Comoros,Africa,81.54
Outdoors,San Marino,Europe,1707.1
Computers,Saint Lucia,North America,1407.68
Outdoors,British Virgin Islands,North America,1736
Movies,Uruguay,South America,42.78
Electronics,Mozambique,Africa,3859.68
Music,Namibia,Africa,4728.39
Jewelery,Tonga,Oceania,310.04
Garden,Gabon,Africa,4370.13
Books,Swaziland,Africa,1520
Health,Central African Republic,Africa,1408.5
Tools,Ghana,Africa,475.28
Movies,Palestinian Territory,Asia,7012.24
Clothing,Montserrat,North America,4691.36
Music,Austria,Europe,4603.2
Outdoors,United Arab Emirates,Asia,138.89
Books,Philippines,Asia,620.68
Home,East Timor,Oceania,5116.38
Home,Comoros,Africa,249.7
Games,Sint Maarten,North America,2417.36
Toys,Bangladesh,Asia,1704.28
Industrial,Ivory Coast,Africa,2502.5
Outdoors,Iraq,Asia,1192.25
Grocery,Canada,North America,351.64
Grocery,Armenia,Asia,3422.25
Industrial,Suriname,South America,967.2
Toys,Turkey,Asia,3865.6
Beauty,Estonia,Europe,6369.63
Automotive,Azerbaijan,Asia,809.58
Clothing,Dominica,North America,4554
Tools,Bouvet Island,Antarctica,78.96
Baby,Saint Lucia,North America,2141.79
Industrial,Uruguay,South America,6274.18
Jewelery,Tanzania,Africa,4511.3
Home,Faroe Islands,Europe,1335.6
Games,Macedonia,Europe,23.66
Industrial,Peru,South America,1783.39
Industrial,Papua New Guinea,Oceania,3433.56
Automotive,Eritrea,Africa,7907.4
Garden,Senegal,Africa,1873.45
Baby,Iraq,Asia,990.91
Grocery,Lithuania,Europe,551.31
Baby,Aland Islands,Europe,4276.38
Outdoors,Hungary,Europe,909.15
Games,Vanuatu,Oceania,1991.36
Baby,United Arab Emirates,Asia,4278.9
Garden,Aruba,North America,6003.69
Movies,Laos,Asia,495.41
Tools,Falkland Islands,South America,557.53
Toys,Mexico,North America,315.57
Industrial,South Africa,Africa,3404
Shoes,British Virgin Islands,North America,1895.52
Toys,Sudan,Africa,4059
Computers,Syria,Asia,4788.28
Movies,Mali,Africa,825.02
Beauty,Anguilla,North America,127.2
Movies,Tonga,Oceania,450.08
Books,Russia,Europe,1854.4
Grocery,Antarctica,Antarctica,1844.1
Movies,Philippines,Asia,1853.6
Kids,Trinidad and Tobago,North America,3640.26
Kids,Haiti,North America,161.28
Electronics,Martinique,North America,1629.36
Shoes,Sri Lanka,Asia,611
Beauty,Algeria,Africa,205.26
Automotive,New Zealand,Oceania,1511.91
Tools,Croatia,Europe,1750.56
Beauty,United States Minor Outlying Islands,Oceania,2434.25
Shoes,Guyana,South America,354.24
Industrial,United States,North America,3983.85
Books,Ireland,Europe,985.48
Jewelery,Qatar,Asia,2022.72
Jewelery,Vanuatu,Oceania,5919.76
Home,Guinea-Bissau,Africa,365.56
Kids,Philippines,Asia,4887.44
Beauty,Saint Martin,North America,549.12
Baby,Burkina Faso,Africa,3443.56
Tools,Saint Vincent and the Grenadines,North America,1339.8
Games,Sint Maarten,North America,455.04
Baby,Zimbabwe,Africa,1316.75
Tools,New Caledonia,Oceania,7096.14
Sports,Sudan,Africa,1167.88
Industrial,Somalia,Africa,6125.78
Computers,Botswana,Africa,193.6
Shoes,Cameroon,Africa,1325.16
Outdoors,United States Minor Outlying Islands,Oceania,4506.84
Toys,Singapore,Asia,835
Jewelery,Dominican Republic,North America,2262
Shoes,Faroe Islands,Europe,2610.37
Electronics,Senegal,Africa,417.9
Outdoors,Thailand,Asia,6005.93
Movies,Dominica,North America,3470.67
Books,Mayotte,Africa,8014.58
Beauty,Chad,Africa,620.06
Grocery,South Korea,Asia,42.3
Beauty,Central African Republic,Africa,1732
Outdoors,Peru,South America,5559.11
Clothing,Panama,North America,2217.6
Health,India,Asia,128.03
Computers,Ghana,Africa,2859.3
Music,Eritrea,Africa,8921.25
Beauty,Egypt,Africa,3469.69
Clothing,Zimbabwe,Africa,7116.84
Sports,Mexico,North America,214.76
Shoes,Portugal,Europe,14.65
Movies,Angola,Africa,3017.8
Books,Saint Barthelemy,North America,937.04
Games,Uganda,Africa,1487.4
Games,Kenya,Africa,243.58
Automotive,United Kingdom,Europe,817.44
Sports,San Marino,Europe,3692
Shoes,Thailand,Asia,428.26
Health,Isle of Man,Europe,27.9
Games,Christmas Island,Asia,1438.11
Home,Georgia,Asia,1178.6
Grocery,Israel,Asia,136.08
Outdoors,Jordan,Asia,5301.36
Beauty,Comoros,Africa,2339.1
Kids,Tanzania,Africa,3160.3
Jewelery,Liberia,Africa,182.7
Jewelery,French Southern Territories,Antarctica,632.32
Automotive,Serbia,Europe,62.93
Garden,Austria,Europe,3389.6
Garden,Hungary,Europe,594.72
Books,Spain,Europe,3768.84
Electronics,Estonia,Europe,3059.56
Books,Greenland,North America,1691.64
Tools,Northern Mariana Islands,Oceania,482
Games,Lithuania,Europe,4064.04
Kids,Zimbabwe,Africa,225.33
Kids,Honduras,North America,5914.8
Health,Turkmenistan,Asia,2022.59
Electronics,Kenya,Africa,1488.63
Jewelery,Djibouti,Africa,256.76
Kids,U.S. Virgin Islands,North America,1744.38
Garden,Kuwait,Asia,850.08
Shoes,South Korea,Asia,3.08
Home,North Korea,Asia,7492.27
Computers,Romania,Europe,67.48
Toys,Turks and Caicos Islands,North America,1111.04
Music,Mongolia,Asia,3903.45
Computers,Solomon Islands,Oceania,696.08
Books,Bangladesh,Asia,20.61
Grocery,South Georgia and the South Sandwich Islands,Antarctica,4003.3
Grocery,Singapore,Asia,891.25
Music,Switzerland,Europe,289.5
Outdoors,Morocco,Africa,921.99
Clothing,Slovakia,Europe,247.17
Electronics,Central African Republic,Africa,492.25
Garden,Belarus,Europe,3775.2
Outdoors,Burkina Faso,Africa,29.92
Shoes,Burundi,Africa,1270.38
Health,Canada,North America,413
Clothing,Kiribati,Oceania,3617.25
Garden,Iran,Asia,1609.66
Baby,Wallis and Futuna,Oceania,4976.07
Garden,Gambia,Africa,4944.31
Kids,Niue,Oceania,1619.02
Garden,Guernsey,Europe,672.57
Automotive,Guinea-Bissau,Africa,1853.28
Beauty,Kenya,Africa,920.64
Grocery,Macedonia,Europe,1051.84
Automotive,Guatemala,North America,4663.35
Health,Switzerland,Europe,592.1
Home,Libya,Africa,3676
Kids,Cook Islands,Oceania,1009.44
Music,Sweden,Europe,949.37
Health,Turkey,Asia,4314.33
Grocery,Benin,Africa,1398.96
Movies,Bahrain,Asia,3855.6
Home,Gabon,Africa,1690.74
Outdoors,Estonia,Europe,4003.88
Games,Aruba,North America,517.59
Music,Belgium,Europe,6689.62
Home,Norway,Europe,1002.24
Sports,Guernsey,Europe,430.99
Clothing,South Georgia and the South Sandwich Islands,Antarctica,1588.6
Toys,Grenada,North America,5615.01
Automotive,Vanuatu,Oceania,182.03
Music,Brunei,Asia,1044.24
Automotive,Christmas Island,Asia,5621.2
Toys,Cook Islands,Oceania,2400
Health,San Marino,Europe,7383.9
Electronics,Guinea,Africa,4653.56
Games,Slovenia,Europe,6842.04
Outdoors,Iceland,Europe,901.32
Electronics,South Sudan,Africa,3498.04
Kids,Ukraine,Europe,57.4
Jewelery,Uganda,Africa,40.23
Tools,Falkland Islands,South America,6752.2
Sports,Grenada,North America,213.78
Outdoors,South Sudan,Africa,219.6
Electronics,Swaziland,Africa,510.25
Computers,Malawi,Africa,5645.73
Kids,Saint Lucia,North America,1578.85
Clothing,Lesotho,Africa,535.92
Tools,Swaziland,Africa,43.5
Electronics,Seychelles,Africa,6601.5
Industrial,Sierra Leone,Africa,1695.75
Shoes,Eritrea,Africa,129.58
Sports,Croatia,Europe,1477
Tools,Ethiopia,Africa,1838.54
Tools,Portugal,Europe,23.53
Health,Trinidad and Tobago,North America,4275.18
Computers,Rwanda,Africa,5386.92
Toys,Belize,North America,236.3
Home,United States,North America,1503
Outdoors,Chile,South America,788.9
Computers,French Polynesia,Oceania,7928.25
Music,Svalbard and Jan Mayen,Europe,2251.2
Beauty,Albania,Europe,1232.91
Beauty,Malaysia,Asia,770.64
Clothing,Vanuatu,Oceania,1262.7
Games,Niger,Africa,643.72
Clothing,Serbia,Europe,1019.83
Garden,Japan,Asia,4671
Shoes,Paraguay,South America,3973.34
Industrial,Somalia,Africa,2775.36
Baby,Malaysia,Asia,4207.28
Outdoors,Saint Barthelemy,North America,8692.84
Jewelery,Niger,Africa,3223.44
Home,Turkmenistan,Asia,6384.8
Kids,East Timor,Oceania,5805.8
Health,Finland,Europe,3370.1
Beauty,Palau,Oceania,5306.22
Jewelery,Iraq,Asia,7446.69
Tools,Kenya,Africa,1570.4
Computers,Seychelles,Africa,742.14
Industrial,Uganda,Africa,741.2
Tools,American Samoa,Oceania,6268.23
Garden,Angola,Africa,2442.22
Automotive,Zambia,Africa,846.68
Tools,Ethiopia,Africa,1048.04
Shoes,Tonga,Oceania,702.9
Kids,Niue,Oceania,3812.74
Movies,Oman,Asia,657.92
Sports,Singapore,Asia,5071.5
Garden,Comoros,Africa,1369.42
Tools,Bermuda,North America,2572.5
Outdoors,Denmark,Europe,243.81
Clothing,Turks and Caicos Islands,North America,2535.36
Kids,Nigeria,Africa,3743.87
Kids,Sudan,Africa,666.96
Kids,Saint Pierre and Miquelon,North America,1445.7
Toys,Jamaica,North America,8452.7
Jewelery,Saint Martin,North America,53.34
Games,Micronesia,Oceania,127.69
Automotive,Jordan,Asia,3371.15
Books,Vanuatu,Oceania,2052.38
Kids,Bermuda,North America,1956.57
Outdoors,Egypt,Africa,1939.29
Outdoors,Bermuda,North America,4819.5
Sports,Iraq,Asia,1453.9
Sports,Pitcairn,Oceania,2739.81
Electronics,Tokelau,Oceania,104.92
Music,Cuba,North America,2113.85
Shoes,Lebanon,Asia,461.68
Electronics,Bouvet Island,Antarctica,5767.61
Kids,East Timor,Oceania,1278.8
Baby,Chad,Africa,3653.96
Electronics,Pitcairn,Oceania,6000
Home,South Africa,Africa,4014.98
Games,Canada,North America,1729.92
Garden,Czech Republic,Europe,27.36
Outdoors,Algeria,Africa,5631.87
Jewelery,Bangladesh,Asia,5949.8
Shoes,Bolivia,South America,3969
Clothing,Turkey,Asia,114.68
Sports,Finland,Europe,1922.3
Tools,Moldova,Europe,4499.95
Computers,Norway,Europe,2194.08
Computers,Sint Maarten,North America,1840.08
Jewelery,Wallis and Futuna,Oceania,54.94
Shoes,Syria,Asia,627.75
Grocery,Pakistan,Asia,240.24
Baby,Senegal,Africa,395.52
Clothing,Ethiopia,Africa,1668.72
Health,Grenada,North America,1152.75
Shoes,Uzbekistan,Asia,92.7
Music,Martinique,North America,2647.26
Grocery,Fiji,Oceania,4954.28
Jewelery,Cyprus,Europe,1548.36
Beauty,Bahrain,Asia,508
Toys,French Guiana,South America,1033.5
Automotive,Ivory Coast,Africa,3497.88
Grocery,Norfolk Island,Oceania,600.16
Games,Malawi,Africa,1639.9
Games,Chile,South America,483.06
Baby,Kazakhstan,Asia,4288.68
Grocery,Seychelles,Africa,7178.36
Computers,Djibouti,Africa,6403.38
Home,Estonia,Europe,2968.56
Movies,Republic of the Congo,Africa,5758.16
Music,Guernsey,Europe,5863.92
Grocery,Norway,Europe,3525.9
Tools,Bermuda,North America,1528.32
Kids,Vatican,Europe,643.8
Automotive,Zimbabwe,Africa,1367.4
Jewelery,Jordan,Asia,489.88
Grocery,Colombia,South America,722.26
Health,Argentina,South America,541.8
Sports,Trinidad and Tobago,North America,60.76
Sports,Cuba,North America,53.58
Industrial,Armenia,Asia,517.86
Sports,Christmas Island,Asia,85.17
Jewelery,Saudi Arabia,Asia,5577.6
Automotive,Guinea-Bissau,Africa,1862.95
Beauty,Tokelau,Oceania,458.64
Tools,Saudi Arabia,Asia,713.95
Sports,Pakistan,Asia,7.68
Grocery,Azerbaijan,Asia,2571.5
Jewelery,Nicaragua,North America,169.6
Tools,Nepal,Asia,218.97
Tools,Portugal,Europe,6020.96
Toys,Spain,Europe,5580.12
Music,Antigua and Barbuda,North America,79.2
Tools,Cyprus,Europe,644.37
Jewelery,Sint Maarten,North America,552
Music,Aruba,North America,971.94
Games,Croatia,Europe,862.24
Computers,Zimbabwe,Africa,1377.72
Jewelery,Uganda,Africa,306.02
Kids,Bahamas,North America,354.9
Health,Cuba,North America,2708.16
Clothing,Algeria,Africa,6191.15
Books,Madagascar,Africa,4631.41
Movies,Brazil,South America,290.32
Health,Hong Kong,Asia,1455.3
Automotive,Guatemala,North America,3266.3
Grocery,Romania,Europe,4916.31
Garden,South Korea,Asia,3447.6
Health,Sudan,Africa,5262.57
Clothing,Sint Maarten,North America,648.93
Grocery,Saint Vincent and the Grenadines,North America,3157.56
Baby,Switzerland,Europe,224.44
Shoes,Saint Martin,North America,1407
Baby,Saint Kitts and Nevis,North America,3443.69
Baby,Ukraine,Europe,1669.52
Shoes,Greece,Europe,2626.75
Beauty,Nepal,Asia,3129.3
Music,Turkey,Asia,1852.77
Electronics,Eritrea,Africa,7441.44
Automotive,Romania,Europe,1535.25
Automotive,Paraguay,South America,1.8
Automotive,Guyana,South America,2321.23
Grocery,Brunei,Asia,2131.8
Music,Benin,Africa,1176.08
Beauty,Saint Barthelemy,North America,354.6
Industrial,Laos,Asia,5950.34
Games,Haiti,North America,2265.6
Toys,Philippines,Asia,1984.4
Kids,Fiji,Oceania,4772.4
Books,Barbados,North America,302.4
Automotive,North Korea,Asia,4672.26
Jewelery,Belarus,Europe,2291.52
Home,South Africa,Africa,12.48
Automotive,Turkey,Asia,1714.1
Industrial,Aruba,North America,203.82
Electronics,Bolivia,South America,1200.6
Tools,Switzerland,Europe,1638.12
Tools,Algeria,Africa,2053.32
Industrial,Northern Mariana Islands,Oceania,1803.36
Kids,Palau,Oceania,126.72
Shoes,Gabon,Africa,5007.38
Industrial,Svalbard and Jan Mayen,Europe,1767.5
Music,Sweden,Europe,975.54
Jewelery,Peru,South America,1678.05
Books,Mauritania,Africa,999.4
Electronics,South Africa,Africa,734.16
Kids,"Bonaire, Saint Eustatius and Saba ",North America,197.62
Sports,Niue,Oceania,2749.9
Shoes,Switzerland,Europe,110.45
Movies,Nigeria,Africa,2046.84
Music,Pakistan,Asia,3152.1
Shoes,"Bonaire, Saint Eustatius and Saba ",North America,5954.05
Outdoors,Bosnia and Herzegovina,Europe,3245.43
Books,Rwanda,Africa,102.88
Clothing,Bouvet Island,Antarctica,1160.3
Industrial,Syria,Asia,4985.76
Books,Uzbekistan,Asia,104.3
Games,Niger,Africa,5953.32
Kids,Italy,Europe,1472.25
Outdoors,Portugal,Europe,2807.61
Shoes,Romania,Europe,1744.2
Clothing,Algeria,Africa,1502.72
Games,Switzerland,Europe,156.78
Books,Tuvalu,Oceania,5670.08
Automotive,Turkey,Asia,1239.04
Computers,Saint Martin,North America,2995.24
Kids,Pakistan,Asia,488.52
Grocery,"Bonaire, Saint Eustatius and Saba ",North America,27.18
Beauty,Reunion,Africa,2912.05
Grocery,Thailand,Asia,1536.9
Industrial,Italy,Europe,1921.82
Books,Republic of the Congo,Africa,7167.05
Movies,Comoros,Africa,8565.48
Tools,Equatorial Guinea,Africa,5723.54
Health,Bouvet Island,Antarctica,3427.22
Toys,Liechtenstein,Europe,1406.98
Jewelery,Maldives,Asia,1173.04
Beauty,Laos,Asia,1582.32
Beauty,United States,North America,461.07
Kids,Algeria,Africa,199.85
Computers,Morocco,Africa,1115
Garden,Romania,Europe,19.89
Industrial,Gabon,Africa,1596.36
Movies,Egypt,Africa,6549.66
Health,American Samoa,Oceania,1113.84
Toys,Jordan,Asia,1015.2
Industrial,Cambodia,Asia,14.11
Baby,Saint Barthelemy,North America,982.8
Grocery,Finland,Europe,5942.04
Shoes,Yemen,Asia,3144.96
Kids,Paraguay,South America,2003.85
Home,Montserrat,North America,1194.05
Shoes,Kyrgyzstan,Asia,180.25
Movies,New Caledonia,Oceania,2452.16
Industrial,Greenland,North America,4187.04
Games,Maldives,Asia,1846.8
Computers,Brazil,South America,6107.12
Music,Spain,Europe,600.62
Kids,Hungary,Europe,2830.84
Sports,Grenada,North America,876.39
Games,Chile,South America,1767.74
Shoes,Finland,Europe,1120.15
Toys,Suriname,South America,1196.85
Tools,North Korea,Asia,539.4
Tools,Grenada,North America,1760.66
Industrial,Japan,Asia,4405.31
Baby,Albania,Europe,905.19
Automotive,Oman,Asia,205.85
Health,Mayotte,Africa,1525.76
Health,Guernsey,Europe,6158.6
Movies,Macedonia,Europe,35.34
Grocery,Faroe Islands,Europe,396.72
Music,Laos,Asia,3807.71
Health,Ghana,Africa,943.92
Sports,Bolivia,South America,4945.05
Games,Tunisia,Africa,51.92
Grocery,Israel,Asia,2108.16
Baby,Guinea-Bissau,Africa,6318
Beauty,Botswana,Africa,685.8
Health,Estonia,Europe,5611.5
Outdoors,South Korea,Asia,1660.89
Kids,French Polynesia,Oceania,2886.66
Books,Trinidad and Tobago,North America,1140.8
Shoes,Nepal,Asia,2045.33
Industrial,Cambodia,Asia,2196.48
Health,Afghanistan,Asia,1345.24
Industrial,North Korea,Asia,31.56
Outdoors,Comoros,Africa,1391
Movies,Antarctica,Antarctica,80.76
Computers,Mali,Africa,3166.56
Jewelery,Tokelau,Oceania,874
Computers,Macedonia,Europe,72.76
Kids,Solomon Islands,Oceania,5191.56
Music,Svalbard and Jan Mayen,Europe,2053.6
Grocery,Aruba,North America,14.01
Shoes,Sri Lanka,Asia,2356.8
Home,Yemen,Asia,2160.08
Shoes,Comoros,Africa,1263.65
Automotive,Cameroon,Africa,185.6
Grocery,Slovenia,Europe,267.54
Shoes,Puerto Rico,North America,627.27
Shoes,Romania,Europe,305.76
Electronics,Montserrat,North America,1255.98
Health,Serbia,Europe,2489
Sports,Senegal,Africa,260.57
Toys,Thailand,Asia,8745.1
Baby,Romania,Europe,2469.57
Industrial,Macedonia,Europe,2368.56
Grocery,British Indian Ocean Territory,Asia,1055.3
Games,Macedonia,Europe,2722.08
Jewelery,Macao,Asia,5185.8
Home,North Korea,Asia,1894.77
Games,Morocco,Africa,7862.85
Industrial,Greenland,North America,825.3
Toys,Niue,Oceania,5829.36
Computers,Christmas Island,Asia,5361.8
Books,South Sudan,Africa,2065.18
Industrial,Martinique,North America,3848.74
Music,Lebanon,Asia,1375.4
Kids,Zambia,Africa,153.36
Computers,Vietnam,Asia,1824
Outdoors,Bhutan,Asia,692.16
Computers,Palau,Oceania,161.5
Industrial,Guinea-Bissau,Africa,431.2
Industrial,Ireland,Europe,6460.2
Automotive,Uzbekistan,Asia,1825.32
Jewelery,Nauru,Oceania,43.4
Home,Austria,Europe,3872.88
Sports,Ecuador,South America,4660.75
Books,Laos,Asia,1608.93
Music,Serbia,Europe,169.38
Clothing,North Korea,Asia,4176.9
Toys,Suriname,South America,1736.91
Shoes,Cyprus,Europe,135.01
Sports,Israel,Asia,1502.2
Toys,Venezuela,South America,8994.7
Home,Ivory Coast,Africa,299.2
Music,Peru,South America,580.5
Books,New Caledonia,Oceania,575.1
Clothing,Pakistan,Asia,2291.24
Shoes,China,Asia,2733.33
Grocery,Grenada,North America,3358
Home,Jersey,Europe,1053
Home,Kyrgyzstan,Asia,194.11
Garden,Martinique,North America,222.36
